ID_Venta,Fecha,Pais,Ciudad,Cliente,Producto,Categoria,Cantidad,Precio_Unitario,Monto_Total,Medio_Envio,Estado_Envio
242,16/6/2024,Paraguay,Asuncion,Pedro Perez,Silla ergonomica,Muebles,2,862,1725,Aereo,Pendiente
243,15/7/2024,Uruguay,Paysandu,Maria Martinez,Monitor,Electronica,3,1008,3025,Aereo,Pendiente
244,13/1/2025,Colombia,Medellin,Juan Perez,Silla ergonomica,Muebles,3,173,520,Terrestre,Entregado
245,22/1/2024,Ecuador,Quito,Luis Lopez,Laptop,Electronica,3,1157,3471,Terrestre,En transito
246,25/1/2024,Colombia,Bogota,Carlos Rodriguez,Impresora,Oficina,4,385,1541,Maritimo,Entregado
247,22/9/2024,Brasil,Brasilia,Ana Garcia,Tablet,Electronica,5,868,4344,Terrestre,Cancelado
248,14/2/2025,Colombia,Bogota,Pedro Perez,Teclado,Accesorios,2,1183,2367,Terrestre,Pendiente
249,8/10/2024,Venezuela,Caracas,Pedro Garcia,Silla ergonomica,Muebles,4,545,2180,Maritimo,Cancelado
250,4/6/2024,Bolivia,Cochabamba,Luis Perez,Auriculares,Accesorios,5,363,1817,Maritimo,Cancelado
251,6/1/2024,Bolivia,Cochabamba,Luis Rodriguez,Teclado,Accesorios,2,730,1461,Terrestre,Pendiente
252,11/5/2024,Chile,Concepcion,Juan Martinez,Camara,Electronica,2,440,881,Maritimo,En transito
253,3/2/2025,Venezuela,Maracaibo,Luis Martinez,Teclado,Accesorios,1,173,173,Terrestre,Entregado
254,26/1/2025,Venezuela,Caracas,Lucia Sanchez,Camara,Electronica,5,579,2895,Maritimo,En transito
255,16/1/2024,Colombia,Medellin,Luis Garcia,Silla ergonomica,Muebles,5,1196,5981,Aereo,Entregado
256,29/12/2024,Venezuela,Valencia,Juan Sanchez,Silla ergonomica,Muebles,5,680,3401,Maritimo,Entregado
257,16/2/2024,Uruguay,Salto,Laura Sanchez,Silla ergonomica,Muebles,5,1189,5948,Maritimo,Cancelado
258,19/6/2024,Colombia,Medellin,Laura Martinez,Silla ergonomica,Muebles,1,857,857,Maritimo,Pendiente
259,24/1/2025,Argentina,Rosario,Maria Lopez,Auriculares,Accesorios,4,457,1831,Aereo,Entregado
260,25/3/2025,Brasil,Sao Paulo,Pedro Perez,Camara,Electronica,5,783,3918,Terrestre,En transito
261,28/6/2024,Bolivia,Cochabamba,Carlos Lopez,Escritorio,Muebles,1,883,883,Aereo,Cancelado
262,30/9/2024,Ecuador,Guayaquil,Luis Martinez,Auriculares,Accesorios,3,445,1335,Terrestre,En transito
263,20/6/2024,Ecuador,Cuenca,Ana Garcia,Auriculares,Accesorios,1,706,706,Maritimo,Pendiente
264,27/12/2024,Ecuador,Guayaquil,Laura Garcia,Auriculares,Accesorios,2,661,1323,Maritimo,Pendiente
265,7/11/2024,Argentina,Cordoba,Carlos Perez,Laptop,Electronica,2,329,658,Aereo,Cancelado
266,8/3/2024,Paraguay,Encarnacion,Maria Rodriguez,Tablet,Electronica,2,1088,2177,Terrestre,Pendiente
267,1/9/2024,Chile,Santiago,Lucia Rodriguez,Tablet,Electronica,5,105,528,Terrestre,Pendiente
268,26/3/2025,Bolivia,Cochabamba,Laura Lopez,Monitor,Electronica,5,437,2187,Maritimo,Entregado
269,12/1/2024,Ecuador,Guayaquil,Ana Perez,Camara,Electronica,5,1183,5916,Maritimo,Cancelado
270,11/5/2024,Colombia,Bogota,Ana Martinez,Monitor,Electronica,3,288,865,Terrestre,En transito
271,21/4/2024,Bolivia,Cochabamba,Maria Martinez,Teclado,Accesorios,5,355,1777,Maritimo,Pendiente
272,17/2/2025,Uruguay,Salto,Laura Garcia,Impresora,Oficina,5,134,670,Maritimo,Cancelado
273,27/6/2024,Colombia,Bogota,Maria Rodriguez,Escritorio,Muebles,4,830,3321,Aereo,Cancelado
274,6/1/2024,Brasil,Rio de Janeiro,Carlos Sanchez,Teclado,Accesorios,2,1027,2054,Aereo,En transito
275,19/11/2024,Venezuela,Maracaibo,Luis Perez,Silla ergonomica,Muebles,1,346,346,Maritimo,En transito
276,5/3/2024,Ecuador,Cuenca,Pedro Garcia,Teclado,Accesorios,3,256,769,Maritimo,Cancelado
277,5/7/2024,Ecuador,Guayaquil,Laura Perez,Impresora,Oficina,3,1145,3437,Terrestre,Entregado
278,19/3/2024,Ecuador,Cuenca,Lucia Rodriguez,Teclado,Accesorios,2,830,1660,Maritimo,Pendiente
279,26/12/2024,Peru,Arequipa,Luis Perez,Celular,Electronica,5,259,1298,Aereo,Cancelado
280,23/11/2024,Argentina,Rosario,Pedro Lopez,Teclado,Accesorios,1,112,112,Maritimo,Cancelado
281,20/3/2025,Ecuador,Cuenca,Pedro Rodriguez,Monitor,Electronica,5,909,4546,Maritimo,Pendiente
282,6/3/2024,Peru,Arequipa,Luis Rodriguez,Teclado,Accesorios,2,97,195,Terrestre,En transito
283,10/1/2024,Paraguay,Encarnacion,Pedro Martinez,Monitor,Electronica,5,393,1966,Aereo,Entregado
284,17/4/2024,Bolivia,La Paz,Luis Rodriguez,Tablet,Electronica,1,433,433,Aereo,Cancelado
285,2/3/2024,Colombia,Bogota,Juan Perez,Camara,Electronica,4,740,2963,Maritimo,Entregado
286,20/4/2024,Peru,Arequipa,Maria Garcia,Celular,Electronica,2,1063,2126,Maritimo,Cancelado
287,28/12/2024,Paraguay,Encarnacion,Laura Sanchez,Escritorio,Muebles,1,846,846,Aereo,Cancelado
288,11/11/2024,Bolivia,La Paz,Carlos Lopez,Celular,Electronica,2,84,168,Aereo,En transito
289,23/1/2024,Brasil,Sao Paulo,Maria Garcia,Auriculares,Accesorios,5,519,2596,Maritimo,En transito
290,19/4/2024,Colombia,Bogota,Ana Sanchez,Teclado,Accesorios,5,252,1261,Terrestre,Entregado
291,6/9/2024,Bolivia,Santa Cruz,Maria Garcia,Escritorio,Muebles,1,917,917,Terrestre,Pendiente
292,4/5/2024,Venezuela,Caracas,Lucia Perez,Escritorio,Muebles,4,140,562,Terrestre,Entregado
293,3/11/2024,Argentina,Buenos Aires,Juan Lopez,Silla ergonomica,Muebles,1,737,737,Maritimo,En transito
294,30/8/2024,Peru,Lima,Carlos Perez,Monitor,Electronica,3,476,1429,Terrestre,Entregado
295,6/12/2024,Colombia,Medellin,Juan Sanchez,Tablet,Electronica,5,1010,5051,Maritimo,Pendiente
296,22/3/2024,Brasil,Brasilia,Carlos Lopez,Laptop,Electronica,1,825,825,Terrestre,Entregado
297,22/3/2025,Chile,Valparaiso,Carlos Martinez,Tablet,Electronica,5,669,3349,Terrestre,En transito
298,10/1/2024,Bolivia,La Paz,Carlos Garcia,Silla ergonomica,Muebles,3,141,424,Terrestre,Entregado
299,5/3/2024,Bolivia,La Paz,Juan Sanchez,Impresora,Oficina,3,962,2886,Maritimo,Entregado
300,5/4/2024,Chile,Concepcion,Juan Martinez,Tablet,Electronica,4,1191,4767,Aereo,En transito
301,20/3/2024,Argentina,Rosario,Carlos Perez,Auriculares,Accesorios,1,79,79,Terrestre,Pendiente
302,29/12/2024,Argentina,Buenos Aires,Carlos Garcia,Monitor,Electronica,2,1037,2074,Aereo,Entregado
303,12/6/2024,Paraguay,Asuncion,Carlos Sanchez,Laptop,Electronica,4,853,3414,Maritimo,Cancelado
304,18/8/2024,Venezuela,Valencia,Ana Perez,Monitor,Electronica,3,111,333,Maritimo,Entregado
305,5/3/2025,Bolivia,La Paz,Laura Perez,Teclado,Accesorios,1,696,696,Maritimo,Pendiente
306,2/2/2024,Paraguay,Encarnacion,Laura Sanchez,Monitor,Electronica,3,898,2696,Maritimo,Entregado
307,11/3/2025,Ecuador,Cuenca,Pedro Sanchez,Laptop,Electronica,1,920,920,Terrestre,Pendiente
308,11/1/2025,Bolivia,La Paz,Carlos Rodriguez,Celular,Electronica,4,463,1853,Maritimo,Entregado
309,20/11/2024,Ecuador,Cuenca,Ana Garcia,Laptop,Electronica,3,243,731,Terrestre,Entregado
310,20/1/2025,Brasil,Brasilia,Laura Martinez,Auriculares,Accesorios,1,971,971,Terrestre,Cancelado
311,16/1/2024,Peru,Cusco,Laura Sanchez,Silla ergonomica,Muebles,5,629,3148,Maritimo,Cancelado
312,27/8/2024,Chile,Valparaiso,Laura Rodriguez,Tablet,Electronica,3,67,203,Aereo,Cancelado
313,7/3/2025,Peru,Cusco,Luis Perez,Tablet,Electronica,4,627,2508,Aereo,Pendiente
314,12/12/2024,Ecuador,Cuenca,Carlos Garcia,Auriculares,Accesorios,2,1109,2218,Terrestre,Entregado
315,11/6/2024,Chile,Valparaiso,Carlos Sanchez,Escritorio,Muebles,4,1071,4286,Maritimo,Cancelado
316,3/2/2025,Bolivia,Santa Cruz,Laura Perez,Laptop,Electronica,5,462,2311,Terrestre,En transito
317,19/4/2024,Peru,Lima,Luis Martinez,Celular,Electronica,1,530,530,Maritimo,Entregado
318,27/10/2024,Argentina,Cordoba,Luis Garcia,Escritorio,Muebles,4,866,3467,Aereo,En transito
319,30/8/2024,Uruguay,Salto,Laura Lopez,Silla ergonomica,Muebles,3,46,138,Terrestre,Pendiente
320,11/5/2024,Chile,Concepcion,Pedro Sanchez,Celular,Electronica,2,69,139,Aereo,En transito
321,5/11/2024,Uruguay,Salto,Carlos Sanchez,Camara,Electronica,1,295,295,Aereo,En transito
322,13/12/2024,Chile,Valparaiso,Lucia Sanchez,Tablet,Electronica,5,538,2693,Aereo,Cancelado
323,25/1/2024,Chile,Santiago,Luis Garcia,Monitor,Electronica,5,442,2210,Aereo,Cancelado
324,2/1/2025,Chile,Valparaiso,Juan Sanchez,Camara,Electronica,3,496,1489,Terrestre,Pendiente
325,19/12/2024,Chile,Concepcion,Luis Sanchez,Laptop,Electronica,4,810,3243,Terrestre,En transito
326,8/6/2024,Colombia,Cali,Juan Perez,Monitor,Electronica,2,803,1607,Maritimo,Pendiente
327,22/9/2024,Brasil,Sao Paulo,Pedro Perez,Escritorio,Muebles,5,530,2654,Terrestre,Pendiente
328,13/2/2025,Colombia,Cali,Luis Perez,Tablet,Electronica,5,950,4751,Terrestre,Entregado
329,24/5/2024,Brasil,Brasilia,Juan Martinez,Teclado,Accesorios,2,550,1100,Maritimo,Entregado
330,9/1/2025,Bolivia,Cochabamba,Pedro Garcia,Celular,Electronica,5,1016,5084,Maritimo,Pendiente
331,27/2/2025,Ecuador,Cuenca,Luis Sanchez,Silla ergonomica,Muebles,5,1020,5101,Terrestre,Entregado
332,7/1/2025,Uruguay,Montevideo,Pedro Martinez,Laptop,Electronica,2,1186,2372,Terrestre,Cancelado
333,17/10/2024,Venezuela,Maracaibo,Laura Perez,Auriculares,Accesorios,3,82,248,Aereo,Pendiente
334,2/1/2024,Peru,Cusco,Carlos Garcia,Camara,Electronica,1,32,32,Maritimo,En transito
335,6/11/2024,Chile,Valparaiso,Pedro Rodriguez,Teclado,Accesorios,5,585,2927,Terrestre,Entregado
336,2/12/2024,Peru,Lima,Ana Sanchez,Celular,Electronica,3,780,2340,Aereo,Cancelado
337,22/4/2024,Venezuela,Valencia,Luis Sanchez,Silla ergonomica,Muebles,2,76,153,Aereo,Entregado
338,20/12/2024,Bolivia,Cochabamba,Ana Lopez,Silla ergonomica,Muebles,2,695,1391,Aereo,Entregado
339,29/11/2024,Paraguay,Asuncion,Carlos Rodriguez,Tablet,Electronica,2,157,314,Terrestre,En transito
340,2/7/2024,Brasil,Sao Paulo,Luis Perez,Laptop,Electronica,4,973,3892,Terrestre,En transito
341,6/9/2024,Uruguay,Paysandu,Ana Garcia,Tablet,Electronica,5,1128,5642,Aereo,Pendiente
342,6/1/2024,Argentina,Buenos Aires,Carlos Garcia,Celular,Electronica,5,695,3477,Aereo,En transito
343,15/3/2024,Brasil,Sao Paulo,Laura Perez,Impresora,Oficina,5,498,2493,Aereo,Entregado
344,27/3/2024,Bolivia,Santa Cruz,Luis Martinez,Camara,Electronica,2,599,1199,Aereo,Entregado
345,20/6/2024,Colombia,Cali,Carlos Martinez,Teclado,Accesorios,4,817,3271,Maritimo,En transito
346,22/5/2024,Paraguay,Ciudad del Este,Juan Martinez,Escritorio,Muebles,2,921,1843,Terrestre,Pendiente
347,24/9/2024,Uruguay,Salto,Lucia Martinez,Silla ergonomica,Muebles,2,802,1604,Terrestre,Pendiente
348,29/9/2024,Chile,Valparaiso,Ana Sanchez,Celular,Electronica,4,687,2751,Aereo,Cancelado
349,5/2/2024,Brasil,Brasilia,Maria Sanchez,Auriculares,Accesorios,5,559,2798,Aereo,Pendiente
350,25/3/2024,Peru,Lima,Lucia Lopez,Monitor,Electronica,5,487,2437,Aereo,Cancelado
351,23/8/2024,Peru,Cusco,Laura Rodriguez,Auriculares,Accesorios,2,968,1937,Aereo,En transito
352,30/3/2024,Colombia,Cali,Laura Martinez,Laptop,Electronica,4,922,3689,Maritimo,Pendiente
353,31/3/2024,Chile,Santiago,Maria Rodriguez,Monitor,Electronica,1,1102,1102,Maritimo,En transito
354,9/3/2025,Argentina,Buenos Aires,Lucia Sanchez,Tablet,Electronica,1,875,875,Maritimo,Entregado
355,16/4/2024,Venezuela,Valencia,Luis Garcia,Camara,Electronica,1,1153,1153,Terrestre,Pendiente
356,12/3/2024,Peru,Cusco,Carlos Rodriguez,Camara,Electronica,2,131,262,Terrestre,En transito
357,5/5/2024,Paraguay,Ciudad del Este,Carlos Rodriguez,Monitor,Electronica,2,1147,2295,Terrestre,Pendiente
358,10/2/2025,Venezuela,Maracaibo,Luis Sanchez,Teclado,Accesorios,1,297,297,Maritimo,En transito
359,17/4/2024,Colombia,Bogota,Carlos Rodriguez,Escritorio,Muebles,1,892,892,Maritimo,Pendiente
360,6/5/2024,Venezuela,Caracas,Luis Garcia,Laptop,Electronica,4,1070,4283,Aereo,Cancelado
361,2/2/2025,Peru,Arequipa,Carlos Sanchez,Silla ergonomica,Muebles,5,151,759,Aereo,Pendiente
362,26/8/2024,Ecuador,Quito,Carlos Garcia,Camara,Electronica,1,206,206,Terrestre,Pendiente
363,2/9/2024,Venezuela,Maracaibo,Luis Lopez,Laptop,Electronica,2,680,1361,Maritimo,Pendiente
364,15/10/2024,Peru,Arequipa,Luis Sanchez,Tablet,Electronica,2,75,151,Terrestre,Cancelado
365,29/6/2024,Uruguay,Montevideo,Maria Lopez,Camara,Electronica,3,721,2165,Terrestre,Cancelado
366,3/6/2024,Argentina,Rosario,Luis Martinez,Silla ergonomica,Muebles,1,911,911,Aereo,Entregado
367,6/2/2025,Brasil,Rio de Janeiro,Luis Perez,Camara,Electronica,4,729,2916,Terrestre,Pendiente
368,1/7/2024,Bolivia,La Paz,Laura Rodriguez,Celular,Electronica,3,982,2946,Terrestre,En transito
369,10/2/2025,Bolivia,La Paz,Carlos Lopez,Laptop,Electronica,5,176,881,Aereo,Entregado
370,27/11/2024,Argentina,Buenos Aires,Laura Garcia,Laptop,Electronica,2,63,127,Aereo,Entregado
371,5/12/2024,Peru,Lima,Carlos Perez,Laptop,Electronica,4,265,1062,Terrestre,Pendiente
372,27/5/2024,Uruguay,Montevideo,Laura Lopez,Escritorio,Muebles,4,976,3905,Aereo,Pendiente
373,4/11/2024,Bolivia,Cochabamba,Pedro Lopez,Teclado,Accesorios,5,1104,5523,Aereo,Cancelado
374,31/3/2024,Ecuador,Guayaquil,Lucia Perez,Silla ergonomica,Muebles,5,913,4565,Maritimo,Pendiente
375,16/11/2024,Argentina,Buenos Aires,Laura Lopez,Escritorio,Muebles,1,449,449,Aereo,En transito
376,2/9/2024,Chile,Valparaiso,Maria Rodriguez,Auriculares,Accesorios,1,365,365,Aereo,Entregado
377,11/10/2024,Chile,Santiago,Juan Lopez,Laptop,Electronica,4,652,2610,Terrestre,En transito
378,5/1/2025,Peru,Cusco,Juan Garcia,Teclado,Accesorios,4,94,378,Terrestre,Cancelado
379,16/9/2024,Chile,Valparaiso,Maria Sanchez,Impresora,Oficina,4,78,315,Maritimo,Cancelado
380,14/9/2024,Uruguay,Montevideo,Juan Lopez,Escritorio,Muebles,1,367,367,Terrestre,Pendiente
381,6/2/2024,Colombia,Medellin,Lucia Garcia,Escritorio,Muebles,2,599,1199,Maritimo,En transito
382,27/6/2024,Argentina,Buenos Aires,Luis Sanchez,Escritorio,Muebles,2,365,731,Terrestre,En transito
383,8/4/2024,Uruguay,Salto,Luis Garcia,Celular,Electronica,5,814,4074,Aereo,En transito
384,13/1/2025,Colombia,Cali,Juan Sanchez,Escritorio,Muebles,4,997,3991,Maritimo,Cancelado
385,27/5/2024,Uruguay,Salto,Luis Perez,Teclado,Accesorios,5,255,1276,Maritimo,En transito
386,5/2/2025,Bolivia,Santa Cruz,Lucia Sanchez,Celular,Electronica,3,317,953,Maritimo,En transito
387,9/6/2024,Uruguay,Salto,Pedro Lopez,Silla ergonomica,Muebles,1,661,661,Maritimo,En transito
388,20/3/2024,Paraguay,Ciudad del Este,Maria Lopez,Monitor,Electronica,3,661,1985,Terrestre,Cancelado
389,10/1/2025,Bolivia,La Paz,Ana Sanchez,Impresora,Oficina,3,248,746,Terrestre,Cancelado
390,11/7/2024,Peru,Lima,Pedro Garcia,Laptop,Electronica,4,1084,4337,Terrestre,Pendiente
391,8/1/2024,Bolivia,La Paz,Laura Sanchez,Camara,Electronica,1,617,617,Maritimo,En transito
392,7/11/2024,Colombia,Medellin,Juan Rodriguez,Silla ergonomica,Muebles,1,701,701,Aereo,Entregado
393,19/10/2024,Uruguay,Montevideo,Laura Sanchez,Celular,Electronica,5,155,776,Aereo,Entregado
394,27/1/2025,Argentina,Cordoba,Maria Sanchez,Auriculares,Accesorios,4,168,672,Terrestre,En transito
395,14/4/2024,Colombia,Medellin,Ana Garcia,Laptop,Electronica,5,566,2832,Terrestre,Pendiente
396,20/9/2024,Bolivia,La Paz,Juan Perez,Silla ergonomica,Muebles,2,1014,2028,Maritimo,Cancelado
397,1/9/2024,Paraguay,Asuncion,Pedro Martinez,Monitor,Electronica,3,1116,3350,Aereo,Pendiente
398,17/6/2024,Venezuela,Maracaibo,Luis Lopez,Impresora,Oficina,2,256,513,Maritimo,Entregado
399,21/4/2024,Peru,Cusco,Juan Garcia,Auriculares,Accesorios,3,98,294,Maritimo,Cancelado
400,6/1/2025,Colombia,Cali,Carlos Martinez,Auriculares,Accesorios,4,442,1768,Maritimo,Cancelado
401,23/2/2024,Brasil,Sao Paulo,Maria Rodriguez,Escritorio,Muebles,3,793,2381,Terrestre,Cancelado
402,18/11/2024,Uruguay,Paysandu,Luis Martinez,Teclado,Accesorios,2,491,982,Aereo,Pendiente
403,29/1/2024,Venezuela,Maracaibo,Carlos Sanchez,Teclado,Accesorios,5,766,3833,Terrestre,En transito
404,13/12/2024,Peru,Cusco,Pedro Perez,Monitor,Electronica,4,267,1068,Maritimo,En transito
405,27/2/2024,Bolivia,Cochabamba,Lucia Rodriguez,Monitor,Electronica,2,533,1067,Aereo,Cancelado
406,14/6/2024,Argentina,Cordoba,Maria Martinez,Tablet,Electronica,1,480,480,Aereo,Cancelado
407,15/7/2024,Peru,Cusco,Luis Garcia,Silla ergonomica,Muebles,2,242,484,Aereo,En transito
408,28/2/2025,Chile,Concepcion,Laura Perez,Impresora,Oficina,1,1175,1175,Aereo,Cancelado
409,14/1/2025,Chile,Valparaiso,Pedro Lopez,Auriculares,Accesorios,2,202,405,Aereo,Cancelado
410,30/1/2024,Ecuador,Quito,Laura Perez,Monitor,Electronica,1,42,42,Terrestre,Cancelado
411,12/3/2024,Brasil,Brasilia,Pedro Perez,Silla ergonomica,Muebles,4,79,318,Aereo,Cancelado
412,11/12/2024,Colombia,Bogota,Carlos Lopez,Escritorio,Muebles,5,856,4284,Terrestre,En transito
413,13/1/2025,Colombia,Medellin,Ana Garcia,Monitor,Electronica,1,182,182,Aereo,Entregado
414,6/11/2024,Uruguay,Salto,Luis Martinez,Escritorio,Muebles,5,941,4705,Aereo,Pendiente
415,8/3/2025,Bolivia,Cochabamba,Pedro Lopez,Teclado,Accesorios,4,44,178,Terrestre,Pendiente
416,28/12/2024,Brasil,Sao Paulo,Maria Lopez,Auriculares,Accesorios,1,686,686,Terrestre,Cancelado
417,7/7/2024,Ecuador,Guayaquil,Laura Rodriguez,Laptop,Electronica,4,1103,4414,Maritimo,Pendiente
418,28/5/2024,Brasil,Rio de Janeiro,Lucia Sanchez,Celular,Electronica,3,25,76,Terrestre,Entregado
419,8/1/2025,Paraguay,Asuncion,Luis Sanchez,Impresora,Oficina,5,1195,5976,Maritimo,Cancelado
420,8/3/2024,Uruguay,Montevideo,Carlos Lopez,Celular,Electronica,2,744,1489,Maritimo,Entregado
421,23/5/2024,Paraguay,Ciudad del Este,Maria Rodriguez,Teclado,Accesorios,2,1056,2112,Terrestre,Cancelado
422,8/2/2025,Colombia,Medellin,Juan Martinez,Tablet,Electronica,2,1112,2224,Terrestre,Cancelado
423,12/6/2024,Peru,Cusco,Luis Perez,Auriculares,Accesorios,4,228,915,Aereo,Pendiente
424,16/5/2024,Bolivia,Cochabamba,Carlos Martinez,Teclado,Accesorios,1,243,243,Terrestre,Entregado
425,2/8/2024,Brasil,Sao Paulo,Carlos Garcia,Laptop,Electronica,1,405,405,Terrestre,Entregado
426,22/3/2024,Brasil,Rio de Janeiro,Lucia Lopez,Silla ergonomica,Muebles,2,346,693,Aereo,Pendiente
427,18/2/2025,Uruguay,Salto,Luis Perez,Escritorio,Muebles,5,924,4624,Maritimo,Cancelado
428,5/11/2024,Ecuador,Guayaquil,Pedro Perez,Monitor,Electronica,4,890,3560,Maritimo,Pendiente
429,8/1/2025,Uruguay,Montevideo,Juan Rodriguez,Silla ergonomica,Muebles,1,464,464,Aereo,Entregado
430,14/8/2024,Brasil,Sao Paulo,Maria Garcia,Escritorio,Muebles,4,26,104,Terrestre,Cancelado
431,9/11/2024,Colombia,Medellin,Pedro Lopez,Silla ergonomica,Muebles,4,344,1378,Aereo,Pendiente
432,29/10/2024,Ecuador,Cuenca,Juan Perez,Impresora,Oficina,5,370,1854,Aereo,Pendiente
433,14/1/2024,Ecuador,Cuenca,Lucia Garcia,Silla ergonomica,Muebles,5,1052,5260,Terrestre,Pendiente
434,15/6/2024,Uruguay,Salto,Carlos Martinez,Auriculares,Accesorios,5,996,4984,Maritimo,En transito
435,3/2/2025,Peru,Lima,Luis Martinez,Impresora,Oficina,3,45,137,Terrestre,En transito
436,31/5/2024,Colombia,Medellin,Maria Garcia,Tablet,Electronica,2,1097,2194,Maritimo,Entregado
437,17/11/2024,Peru,Lima,Luis Sanchez,Auriculares,Accesorios,3,1179,3537,Maritimo,Entregado
438,9/9/2024,Argentina,Cordoba,Luis Perez,Silla ergonomica,Muebles,3,485,1455,Maritimo,En transito
439,3/12/2024,Venezuela,Valencia,Luis Martinez,Monitor,Electronica,4,107,429,Maritimo,Cancelado
440,16/2/2025,Chile,Valparaiso,Luis Lopez,Monitor,Electronica,2,1078,2157,Terrestre,En transito
441,5/9/2024,Uruguay,Salto,Juan Martinez,Silla ergonomica,Muebles,2,648,1297,Aereo,Entregado
442,15/12/2024,Brasil,Brasilia,Laura Sanchez,Monitor,Electronica,5,334,1670,Aereo,Entregado
443,4/11/2024,Paraguay,Asuncion,Luis Martinez,Auriculares,Accesorios,1,795,795,Terrestre,Pendiente
444,8/12/2024,Ecuador,Cuenca,Laura Rodriguez,Silla ergonomica,Muebles,1,615,615,Terrestre,Cancelado
445,1/11/2024,Argentina,Cordoba,Pedro Rodriguez,Celular,Electronica,1,644,644,Maritimo,Entregado
446,25/1/2024,Paraguay,Encarnacion,Maria Martinez,Laptop,Electronica,2,407,814,Aereo,Cancelado
447,29/6/2024,Bolivia,Cochabamba,Luis Sanchez,Silla ergonomica,Muebles,2,742,1485,Maritimo,Entregado
448,10/8/2024,Peru,Arequipa,Juan Perez,Impresora,Oficina,1,213,213,Terrestre,Entregado
449,22/12/2024,Ecuador,Quito,Juan Perez,Auriculares,Accesorios,1,231,231,Terrestre,Cancelado
450,6/4/2024,Venezuela,Maracaibo,Luis Perez,Monitor,Electronica,5,319,1599,Aereo,Cancelado
451,14/11/2024,Argentina,Buenos Aires,Laura Lopez,Impresora,Oficina,2,651,1303,Maritimo,Cancelado
452,24/2/2024,Uruguay,Paysandu,Pedro Rodriguez,Auriculares,Accesorios,2,558,1117,Maritimo,Entregado
453,11/3/2025,Chile,Santiago,Lucia Lopez,Auriculares,Accesorios,5,194,973,Maritimo,En transito
454,9/8/2024,Uruguay,Montevideo,Luis Sanchez,Impresora,Oficina,4,1169,4678,Aereo,Cancelado
455,4/1/2024,Peru,Arequipa,Laura Martinez,Laptop,Electronica,3,536,1608,Aereo,En transito
456,28/9/2024,Venezuela,Maracaibo,Lucia Perez,Laptop,Electronica,1,907,907,Maritimo,Pendiente
457,12/6/2024,Ecuador,Guayaquil,Ana Sanchez,Celular,Electronica,2,888,1776,Aereo,En transito
458,17/4/2024,Venezuela,Caracas,Lucia Garcia,Tablet,Electronica,5,905,4527,Maritimo,Pendiente
459,13/1/2025,Argentina,Cordoba,Lucia Sanchez,Camara,Electronica,1,1132,1132,Aereo,Entregado
460,3/10/2024,Venezuela,Maracaibo,Laura Garcia,Auriculares,Accesorios,3,328,986,Maritimo,En transito
461,18/1/2025,Ecuador,Quito,Lucia Sanchez,Laptop,Electronica,5,754,3770,Aereo,Pendiente
462,25/5/2024,Paraguay,Encarnacion,Carlos Martinez,Escritorio,Muebles,4,216,864,Aereo,Cancelado
463,25/4/2024,Bolivia,La Paz,Luis Martinez,Celular,Electronica,1,1196,1196,Aereo,Cancelado
464,27/7/2024,Paraguay,Encarnacion,Maria Garcia,Tablet,Electronica,3,658,1974,Aereo,Entregado
465,20/7/2024,Paraguay,Asuncion,Pedro Garcia,Auriculares,Accesorios,2,1089,2178,Aereo,Entregado
466,3/7/2024,Colombia,Bogota,Laura Sanchez,Tablet,Electronica,5,1070,5352,Maritimo,Pendiente
467,4/1/2024,Argentina,Buenos Aires,Pedro Perez,Celular,Electronica,4,276,1107,Maritimo,Cancelado
468,3/9/2024,Ecuador,Guayaquil,Pedro Perez,Escritorio,Muebles,4,927,3708,Terrestre,Cancelado
469,10/6/2024,Bolivia,Santa Cruz,Ana Lopez,Impresora,Oficina,4,430,1720,Terrestre,Cancelado
470,27/12/2024,Chile,Santiago,Ana Sanchez,Monitor,Electronica,3,847,2541,Maritimo,En transito
471,4/3/2025,Bolivia,Santa Cruz,Luis Sanchez,Escritorio,Muebles,2,484,969,Aereo,Entregado
472,26/10/2024,Argentina,Buenos Aires,Luis Garcia,Impresora,Oficina,1,814,814,Maritimo,Cancelado
473,31/1/2025,Chile,Valparaiso,Ana Sanchez,Tablet,Electronica,3,333,1001,Aereo,Cancelado
474,3/9/2024,Chile,Santiago,Pedro Rodriguez,Monitor,Electronica,1,164,164,Terrestre,Entregado
475,18/6/2024,Bolivia,La Paz,Lucia Martinez,Auriculares,Accesorios,5,1117,5586,Aereo,Entregado
476,13/7/2024,Ecuador,Quito,Maria Lopez,Auriculares,Accesorios,1,601,601,Terrestre,En transito
477,26/8/2024,Uruguay,Paysandu,Luis Sanchez,Impresora,Oficina,4,1062,4250,Terrestre,Pendiente
478,19/8/2024,Peru,Cusco,Pedro Martinez,Laptop,Electronica,4,393,1572,Terrestre,Cancelado
479,25/10/2024,Argentina,Rosario,Juan Garcia,Monitor,Electronica,3,174,524,Terrestre,En transito
